"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
"2887E","台新新光戊特一","01/08","50.1","+0.25","+0.5","年","2.121","0.026","2.375","2.375","2.375","2.375","2.375","2.375","2.376","2.436",""
"2887F","台新新光戊特二","01/08","47.3","+0.05","+0.11","年","1.652","","","0.167","1.9","1.9","1.9","1.9","1.9","1.9",""
"2887Z1","台新新光己特","01/08","16.55","+0.05","+0.3","年","0.533","","","","","","","0.293","0.653","0.653",""
="2889","國票金","01/08","16.7","+0.15","+0.91","年","0.514","0.546","0.65","0.45","0.652","0.65","0.65","0","0.73","0.3",""
="2890","永豐金","01/08","29.2","+0.25","+0.86","年","0.66","0.344","0.5","0.636","0.7","0.7","0.8","0.6","0.75","0.91",""
="2891","中信金","01/08","49.35","0","0","年","1.276","1","1.08","1","1","1.05","1.25","1","1.8","2.3",""
"2891B","中信金乙特","01/08","63.8","0","0","年","1.975","","0.043","2.25","2.25","2.25","2.25","2.25","2.25","2.26",""
"2891C","中信金丙特","01/08","60.2","0","0","年","1.839","","","","1.436","1.92","1.92","1.92","1.92","1.92",""
="2892","第一金","01/08","29.65","-0.1","-0.34","年","0.961","1.2","0.9","1","1.05","0.9","1","0.8","0.85","0.95",""
="2897","王道銀行","01/08","9.16","+0.02","+0.22","年","0.33","0.45","0.3","0","0.401","0.2","0.3","0.38","0.441","0.5",""
"2897B","王道銀乙特","01/08","11.85","+0.05","+0.42","年","0.145","","","","","","","","","0.145",""
="2901","欣欣","01/08","24.75","+0.25","+1.02","年","0.307","0.381","0.406","0.387","0.404","0.175","0.065","0.211","0.361","0.371",""
="2903","遠百","01/08","22.25","+0.15","+0.68","年","1.044","0.7","1","0.85","0.8","1.1","0.9","1.1","1.6","1.35",""
="2904","匯僑","01/08","17.05","0","0","年","1.196","1.35","1.2","1.514","1.65","2","0.8","0.65","0.6","1",""
="2905","三商","01/08","15.7","0","0","年","0.611","0.7","0.8","0.5","1","1","1","0","0.2","0.303",""
="2906","高林","01/08","12.5","-0.05","-0.4","年","0.444","0.4","0.4","0.4","0.3","0.3","0.4","0.6","0.6","0.6",""
="2908","特力","01/08","20.2","+0.05","+0.25","年","1.045","1.08","1.2","1.304","0.71","1.07","1.28","1.28","0.583","0.9",""
="2910","統領","01/08","20.8","+0.1","+0.48","年","0.388","0.5","0","0","0.7","0.5","0.5","0","0.34","0.95",""
="2911","麗嬰房","01/08","5.29","-0.04","-0.75","年","0.057","0","0.515","0","0","0","0","0","0","0",""
="2912","統一超","01/08","218.5","-1.5","-0.68","年","10.64","8","25","8.8","9","9","9","9","9","9",""
="2913","農林","01/08","13.35","0","0","年","0.143","0.5","0.487","0.3","0","0","0","0","0","0",""
="2915","潤泰全","01/08","52.5","-1.5","-2.78","年","3.254","0.79","4","5.5","5","2","5","2","2.5","2.5",""
="2916","滿心","01/08","48.85","+0.05","+0.1","年","2.078","0.7","1.2","1.4","1.1","1.5","2.2","3","4","3.6",""
="2923","鼎固-KY","01/08","20","0","0","年","0.79","0.36","0.36","0.72","2.23","1.2","1.2","0.6","0.2","0.24",""
="2924","宏太-KY","01/08","20","+0.95","+4.99","年","0.056","0.5","0","0","0","0","0","0","0","0",""
="2926","誠品生活","01/08","37.8","-0.45","-1.18","年","3.031","7.68","7.56","6.8","4.2","0.84","0","0","0","0.2",""
="2929","淘帝-KY","01/08","7.75","-0.05","-0.64","年","1.262","3.23","4.83","3.128","0.171","0","0","0","0","0",""
="2937","集雅社","01/08","43.5","-0.05","-0.11","年","1.337","0.456","0.6","0.7","1.55","1.2","2.246","1.281","2","2",""
="2941","米斯特","01/08","43","-0.25","-0.58","年","1.876","","0","","","","0","3","3.182","3.2",""
="2945","三商家購","01/08","37.5","-0.4","-1.06","年","1.74","","","2.79","0.635","2.729","2.593","0.73","1.2","1.5",""
="2948","寶陞","01/08","38.5","0","0","年","2.484","","","","","2","3","3","2.6","1.82",""
="2949","欣新網","01/08","67.5","+0.7","+1.05","年","1.275","","","","","","","0.824","2","1",""
="3002","歐格","01/08","23.7","-1.05","-4.24","年","0.277","0.5","0.25","0","0.47","0.102","0","0.15","0.32","0.698",""
="3003","健和興","01/08","46.3","-0.7","-1.49","年","1.644","1.5","1.8","1.8","1","1.2","2","2","1.5","2",""
="3004","豐達科","01/08","110.5","-2","-1.78","年","1.743","1.5","2","2.5","2.67","0.5","0","1.02","2.484","3.01",""
="3005","神基","01/08","114.5","-1","-0.87","年","3.692","2.998","2.498","2.998","2.796","3.587","3.59","3.784","4.994","5.986",""
="3006","晶豪科","01/08","146.5","0","0","年","2.174","1.425","2.241","1.5","1","2","8","1.8","0.6","1",""
="3010","華立","01/08","108.5","-2.5","-2.25","年","4.439","2.6","3.3","3.2","3.3","4.4","6.8","6.1","4.95","5.3",""
="3011","今皓","01/08","14.2","-0.25","-1.73","年","0","0","0","0","0","0","0","0","0","0",""
="3013","晟銘電","01/08","123","-3","-2.38","年","0.354","0.5","0.5","0.3","0.3","0.3","0","0.3","0.386","0.6",""
="3014","聯陽","01/08","116.5","-0.5","-0.43","年","5.493","2.935","2.501","2.7","3.3","6","9","6","8","9",""
="3015","全漢","01/08","51.1","-1","-1.92","年","2.454","1.5","1.5","1.25","1.54","3","3.3","3.8","3.2","3",""
="3016","嘉晶","01/08","60","+0.6","+1.01","年","0.687","0","0.5","1","0.247","0.25","1.185","2","0.5","0.5",""
="3017","奇鋐","01/08","1355","-20","-1.45","年","3.754","1.2","1.3","1","1.3","2.8","4.3","4.996","6.957","9.93",""
="3018","隆銘綠能","01/08","11.4","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="3019","亞光","01/08","142.5","-5.5","-3.72","年","2.144","1","1.6","2.3","2","1","3.7","1.9","1.8","4",""
="3021","鴻名","01/08","17.85","-0.2","-1.11","年","0.546","0.7","0.75","0.75","0.408","0.7","0.3","0.7","0.3","0.303",""
="3022","威強電","01/08","64.5","+0.5","+0.78","年","2.5","3","0.5","1.5","1.004","2","3","3.5","3.5","4.5",""
="3023","信邦","01/08","188.5","-4.5","-2.33","年","6.559","3.7","4","4.477","5.3","6.288","6.958","8.461","9.599","10.25",""
="3024","憶聲","01/08","11.4","-0.25","-2.15","年","0.184","0","0","0.32","0.22","0.1","0.3","0.22","0.1","0.4",""
="3025","星通","01/08","70.8","-0.1","-0.14","年","1.098","0.27","0.128","0","0.58","1","0.4","1","3.2","3.3",""
="3026","禾伸堂","01/08","104.5","-1.5","-1.42","年","6.256","2.5","5.3","9","7","8","9","5","5","5.5",""
="3027","盛達","01/08","25.9","+1.35","+5.5","年","0.071","0.01","0","0","0","0","0","0.258","0.37","0",""
="3028","增你強","01/08","39.8","-2.6","-6.13","年","2.038","1.5","1.82","1.7","1","1.9","3.438","2.914","1.967","2.1",""
="3029","零壹","01/08","112.5","+1","+0.9","年","2.801","1.2","1.3","1.497","2.01","3.001","3.603","3.598","4","5",""
="3030","德律","01/08","169.5","-3.5","-2.02","年","3.6","3","3","3.7","3.3","3.3","3.3","4.5","3.3","5",""
="3031","佰鴻","01/08","19.5","-0.45","-2.26","年","0.827","0.8","0.85","0.52","0.823","0.8","1","0.85","0.8","1",""
="3032","偉訓","01/08","74.6","-2.1","-2.74","年","2.426","2.2","2","2.25","2.036","3.1","2","2.018","3.5","2.726",""
="3033","威健","01/08","31.5","-1.25","-3.82","年","1.706","1.064","1.307","1.021","0.578","1.333","3.007","3.067","1.895","2.084",""
="3034","聯詠","01/08","385","-17","-4.23","年","21.94","7","7.1","8.8","10.5","15.6","51.5","37","32","28",""
="3035","智原","01/08","170.5","-6.5","-3.67","年","2.466","1","2.7","0.8","1.1","1","3.3","5","4.293","3",""
="3036","文曄","01/08","145.5","-2","-1.36","年","3.295","2.4","2.5","2.351","2.089","3.203","5.015","4.298","1.799","5.998",""
"3036A","文曄甲特","01/08","51.5","+0.1","+0.19","年","1.685","","","","","0.426","2","2","2","2",""
="3037","欣興","01/08","227.5","+1.5","+0.66","年","2.219","0.298","0.498","0.8","1.092","1.393","3.4","7.993","3","1.5",""
="3038","全台","01/08","23.4","-0.6","-2.5","年","1.069","0.409","0.408","0.5","1.2","1.2","1.2","1.6","1.6","1.5",""
="3040","遠見","01/08","54.5","+2.5","+4.81","年","3.244","5","9","2","1.5","5.7","2","2","1","1",""
="3043","科風","01/08","21.5","-0.1","-0.46","年","0","0","0","0","0","0","0","0","0","0",""
="3044","健鼎","01/08","317","-0.5","-0.16","年","6.917","4.25","5.25","5.9","7.25","7.35","7","7.45","7.5","10.3",""
="3045","台灣大","01/08","107","0","0","年","4.8","5.6","5.6","5.549","4.75","4.3","4.3","4.3","4.3","4.5",""
="3046","建碁","01/08","54.5","+3","+5.83","年","0.722","0","0","0.3","0","0","0","1.5","2","2.7",""
="3047","訊舟","01/08","17.85","-0.55","-2.99","年","0.246","0.5","0","0","0.15","0.29","0","0.977","0","0.299",""
="3048","益登","01/08","41.55","-1.75","-4.04","年","1.278","0.5","1","0.7","1","1.9","3.4","2","1","0",""
="3050","鈺德","01/08","13.6","0","0","年","0.489","0.3","0.6","0.3","0.5","0.6","0.6","0.5","0.5","0.5",""
="3051","力特","01/08","20.85","+0.6","+2.96","年","0.413","0","0","0","0","0","0","1.2","1","1.518",""
="3052","夆典","01/08","11.85","0","0","年","0.429","0.3","0.7","0","0.506","0.8","0.252","0.4","0.4","0.5",""
="3055","蔚華科","01/08","70","-1.9","-2.64","年","0.714","0.819","0.8","1","0.4","0.2","0.2","0.999","1.011","1",""
="3056","富華新","01/08","17.85","-0.05","-0.28","年","2.379","2.5","2","1.5","3","4.4","1.5","4.1","0.41","2",""
="3057","喬鼎","01/08","22.65","-0.25","-1.09","年","0","0","0","0","0","0","0","0","0","0",""
="3058","立德","01/08","9.61","+0.34","+3.67","年","0.106","0.5","0","0.203","0.102","0.15","0","0","0","0",""
="3059","華晶科","01/08","40.2","-0.8","-1.95","年","0.688","0.801","0.493","0.497","0.521","0.497","0.688","1","0.7","1",""
="3060","銘異","01/08","36.55","+0.2","+0.55","年","0.444","1.5","0.6","0","0","0","1","0.3","0.25","0.35",""
="3062","建漢","01/08","23.25","-0.55","-2.31","年","0.211","0.8","0.35","0.4","0.15","0.15","0.05","0","0","0",""
="3064","泰偉","01/08","48.3","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="3066","李洲","01/08","13.75","+0.3","+2.23","年","0","0","0","0","0","0","0","0","0","0",""
="3067","全域","01/08","18.75","+0.05","+0.27","年","0","0","0","0","0","0","0","0","0","0",""
="3071","協禧","01/08","22.8","-0.75","-3.18","年","1.15","0","0.9","1.2","1.546","1.597","1.6","1.664","1.03","0.81",""
="3073","天方能源","01/08","29.9","-0.05","-0.17","年","0","0","0","0","0","0","0","0","0","0",""
="3078","僑威","01/08","67.6","-1.3","-1.89","年","2.711","2.35","1.75","1.45","1.3","3.15","3.25","2.35","4.8","4",""
="3081","聯亞","01/08","627","+5","+0.8","年","3.889","8","5","5.001","4","5","3.5","3.5","0.5","0.5",""
="3083","網龍","01/08","34.55","+0.5","+1.47","年","0","0","0","0","0","0","0","0","0","0",""
="3085","新零售","01/08","12.95","-0.05","-0.38","年","0","0","0","0","0","0","0","0","0","0",""
="3086","華義","01/08","206","-7.5","-3.51","年","0.361","0","0","0","0","0","2","0.6","0.5","0.15",""
="3088","艾訊","01/08","78.9","+0.9","+1.15","年","3.736","3.65","5.528","3.749","3.975","2.57","3.043","2.483","4.293","4.332",""
="3090","日電貿","01/08","99.7","-5.3","-5.05","年","3.856","2","2.5","6.5","3.5","3.1","4","5.5","3.4","4.2",""
="3092","鴻碩","01/08","28.5","+1","+3.64","年","1.653","2","4","4.5","2.5","1.376","0","0.5","0","0",""
="3093","港建*","01/08","25.25","-0.05","-0.2","年","2.406","1.82","0.55","1.3","1.6","4.2","6.3","3","1.8","1.08",""
="3094","聯傑","01/08","25","-0.85","-3.29","年","0.799","1.1","0.9","0.8","0.824","0.8","0.989","1","0.61","0.17",""
="3095","及成","01/08","31.05","-0.35","-1.11","年","0","0","0","0","0","0","0","0","0","0",""
="3105","穩懋","01/08","197.5","+11.5","+6.18","年","5","4.5","7","4.997","7","10","8.001","2.5","0","1",""
="3114","好德","01/08","26","-0.65","-2.44","年","1.044","0.5","0.6","1.5","1","1.2","0.9","1.3","1.2","1.2",""
="3115","富榮綱","01/08","10.3","-0.1","-0.96","年","0","0","0","0","0","0","0","0","0","0",""
="3118","進階","01/08","32.75","-0.05","-0.15","年","1.644","1.9","1.9","1","1.3","1.6","1.9","1.7","1.7","1.8",""
="3122","笙泉","01/08","21.15","-0.3","-1.4","年","0.345","0.513","0.2","0","0","0","2.153","0.237","0","0",""
="3128","昇銳","01/08","29.3","-0.8","-2.66","年","0.574","0.3","0.4","0.5","0.52","0.55","0.7","1.2","0.8","0.195",""
="3130","一零四","01/08","223","0","0","年","10.85","10.81","9.6","8.51","8.62","7.8","11.16","13.42","13.61","14.14",""
="3131","弘塑","01/08","1830","+5","+0.27","年","13.33","10","10","8","8","11","17","18","16","22",""
="3135","凌航","01/08","92.6","-3.4","-3.54","年","0.781","","","","","","0.5","0.302","1","1.323",""
="3138","耀登","01/08","113.5","+10","+9.66","年","1.842","1","0.62","0.7","1","1.603","3","3.5","2.6","2.558",""
="3141","晶宏","01/08","50.2","-1.1","-2.14","年","1.311","0.567","1.001","1.514","0.401","0.623","4.001","2.668","0.507","0.513",""
="3147","大綜","01/08","166","+3","+1.84","年","2.959","1","1.235","1.7","2.1","2.1","4","4.5","5","5",""
="3150","鈺寶-創","01/08","21.15","-0.45","-2.08","年","0.533","0","0","0","0","0","1.5","1.5","0.8","1",""
="3152","璟德","01/08","141.5","-1","-0.7","年","7.93","10.5","10.9","9.88","8.43","10.8","8","3.59","3.68","5.59",""
="3158","嘉實","01/08","90.3","-0.7","-0.77","年","3.889","2.9","3","2.5","2.5","3.5","4.6","5","5","6",""
="3162","精確","01/08","59.1","-1.6","-2.64","年","0.056","0","0","0","0","0","0","0","0","0.501",""
="3163","波若威","01/08","374","-2","-0.53","年","2.029","2.201","0","0.6","1.159","2.5","1","4.2","3.6","3",""
="3164","景岳","01/08","18.45","+0.4","+2.22","年","0.679","0","0","1.5","0.81","0.7","1.1","0.7","0.5","0.8",""
="3167","大量","01/08","214","0","0","年","2.222","1.5","2.5","3.5","2","3","4","2","0.5","0.999",""
="3168","眾福科","01/08","41.05","+0.15","+0.37","年","2.188","0.5","0.6","1","1.5","1.5","3","5","3.554","3.039",""
="3169","亞信","01/08","94.5","-5.2","-5.22","年","2.933","1","1.8","2","2.1","2.5","5","5.5","3.5","3",""
="3171","炎洲流通","01/08","47","0","0","年","1.345","0.25","0.35","0.505","1.583","1.85","1.57","1","2","3",""
="3176","基亞","01/08","32.2","+0.55","+1.74","年","0","0","0","0","0","0","0","0","0","0",""
="3178","公準","01/08","58.6","-1.9","-3.14","年","1.389","2.35","1","1","0.7","1.2","1","2.5","2.25","0.5",""
="3188","鑫龍騰","01/08","29.95","+0.65","+2.22","年","0.611","0","0","0.5","0.5","0.3","0.5","0.3","1.6","1.8",""
="3189","景碩","01/08","166","-9","-5.14","年","2.331","3","1.5","1.499","1","1","4.5","6.476","1","1",""
="3191","雲嘉南","01/08","18","-0.1","-0.55","年","0","0","0","0","0","0","0","0","0","0",""
="3205","佰研","01/08","50.2","0","0","年","0.623","4","1.605","0","0","0","0","0","0","0",""
="3206","志豐","01/08","31.6","-0.4","-1.25","年","1.822","0.8","1","1.6","2","2","1.8","2.2","2.5","2.5",""
="3207","耀勝","01/08","72.7","-0.3","-0.41","年","0.247","0","0","0","0","0","0","1.327","0.899","0",""
="3209","全科","01/08","31.85","-0.5","-1.55","年","1.793","1.1","0.8","1","1.279","1.4","2.4","3.578","2.098","2.485",""
="3211","順達","01/08","303.5","-10","-3.19","年","6.622","3","2.5","3.5","5","6.5","15.03","6.042","5.529","12.5",""
="3213","茂訊","01/08","103","-0.5","-0.48","年","4.178","3.4","4","2.8","4.2","4.5","3.7","3.6","5.4","6",""
="3217","優群","01/08","155","-1.5","-0.96","年","4.846","2","2.55","3","4.3","5.6","5.6","5.35","6.4","8.813",""
="3218","大學光","01/08","148","+2.5","+1.72","年","3.922","1.15","1.2","1.25","2","4.2","5","6","7","7.5",""
="3219","倚強科","01/08","70.5","-5.2","-6.87","年","0.462","0","0","0","0","0","2.5","1.03","0.365","0.265",""
="3221","台嘉碩","01/08","21.8","-0.55","-2.46","年","0.944","0.999","0.479","0.418","0.2","0.2","2.096","2.501","0.7","0.9",""
="3224","三顧","01/08","45.65","+0.15","+0.33","年","0","0","0","0","0","0","0","0","0","0",""
="3226","龍鋒","01/08","39.95","-0.4","-0.99","年","2.167","2","2","3","3","3.5","2.5","2.5","0.5","0.5",""
="3227","原相","01/08","206.5","-4","-1.9","年","6.097","2.001","4.471","5.271","5.127","8.483","8.998","6.001","4.515","10",""
="3228","金麗科","01/08","121.5","-4","-3.19","年","0.011","0","0","0","0","0","0","0.1","0","0",""
="3229","晟鈦","01/08","23.4","-2.1","-8.24","年","0","0","0","0","0","0","0","0","0","0",""
="3230","錦明","01/08","35.15","-0.2","-0.57","年","0.039","0","0","0","0","0","0","0","0","0.352",""
="3231","緯創","01/08","151","-7.5","-4.73","年","2.142","1.184","1.169","1.488","2.042","2.2","2.2","2.599","2.599","3.799",""
="3232","昱捷","01/08","24","0","0","年","0.322","0","0.1","0.2","0.3","0.3","0.5","0.5","0.5","0.5",""
="3234","光環","01/08","45.2","-0.9","-1.95","年","0.111","1","0","0","0","0","0","0","0","0",""
="3236","千如","01/08","29.7","-1.55","-4.96","年","0.435","0.502","0.5","0.35","0.5","0.65","0.6","0.24","0.22","0.35",""
="3252","海灣","01/08","18.55","-0.45","-2.37","年","0.111","0","0","0.5","0","0","0.5","0","0","0",""
="3257","虹冠電","01/08","67.1","-0.9","-1.32","年","2.398","0.65","0.5","4","2.432","3","5","1","3","2",""
="3259","鑫創","01/08","21.55","-0.5","-2.27","年","0","0","0","0","0","0","0","0","0","0",""
="3264","欣銓","01/08","121","-6","-4.72","年","2.378","1.25","1.649","1.6","1.3","2","2.8","3.5","3.3","4",""
="3265","台星科","01/08","122.5","-0.5","-0.41","年","2.531","0.85","1.3","1.2","1.5","1.229","2.3","5","4.8","4.6",""
="3266","昇陽","01/08","14.15","+0.05","+0.35","年","0.333","0","0","0.5","0.5","0","0","0.5","0.75","0.75",""
="3268","海德威","01/08","16.7","-0.25","-1.47","年","0.2","0","0","0","0","0.5","0.6","0.7","0","0",""
="3272","東碩","01/08","19.8","-0.05","-0.25","年","1.018","1.49","1.35","1","0.8","1.8","1.019","1.7","0","0",""
="3276","宇環","01/08","15.7","+0.4","+2.61","年","0.202","0.5","0.2","0","0","0","0.4","0.5","0.2","0.02",""
="3284","太普高","01/08","20.1","-0.35","-1.71","年","0.349","0.7","1.037","0.3","0","0","0","0.1","0.2","0.8",""
="3285","微端","01/08","28.65","+0.2","+0.7","年","0.579","1","0.464","1.2","0.2","0.35","0","0","1","1",""
="3287","廣寰科","01/08","28.6","+0.15","+0.53","年","0.26","0","0","0","0","0","0","0","0.844","1.5",""
="3288","點晶","01/08","16.1","-0.25","-1.53","年","0","0","0","0","0","0","0","0","0","0",""
="3290","東浦","01/08","45.8","-1.4","-2.97","年","0.485","0.3","0.3","1","0.5","0.2","0.5","0.569","0.995","0",""
="3294","英濟","01/08","37.8","-1.35","-3.45","年","0.271","0.32","0.459","0.23","0.3","0.5","0.254","0","0","0.38",""
="3296","勝德","01/08","23.5","-0.35","-1.47","年","0.3","1.2","0","1","0.274","0.23","0","0","0","0",""
="3297","杭特","01/08","39.85","-0.55","-1.36","年","0.144","0.296","0.5","0","0.5","0","0","0","0","0",""
="3303","岱稜","01/08","44.45","0","0","年","1.625","1.5","0.491","1.6","1.669","1.4","1.45","2","1.75","2.766",""
="3305","昇貿","01/08","108.5","0","0","年","1.725","2.363","1.027","1.027","1.005","1.365","2.498","1.991","2","2.251",""
="3306","鼎天","01/08","48.8","-1.15","-2.3","年","0.822","0.5","0.5","0.5","0.7","0.5","0.8","0.5","1.3","2.1",""
="3308","聯德","01/08","21.45","+0.35","+1.66","年","0","0","0","0","0","0","0","0","0","0",""
="3310","佳穎","01/08","77","-5","-6.1","年","2.542","0.5","1.5","5","2","1.499","2.166","3.022","4.3","2.887",""
="3311","閎暉","01/08","31.45","-0.45","-1.41","年","0.286","0","0","0","0","0","0.47","0.6","1.2","0.3",""
="3312","弘憶股","01/08","42.15","+0.15","+0.36","年","0.867","0","0","0.6","0.6","0","2","2","1.2","1.4",""
="3313","斐成","01/08","14.9","+0.2","+1.36","年","0","0","0","0","0","0","0","0","0","0",""
="3317","尼克森","01/08","44.95","-1.3","-2.81","年","0.622","0","0.5","0.7","1","1","1.2","0.4","0.4","0.4",""
="3321","同泰","01/08","19.35","-0.15","-0.77","年","0","0","0","0","0","0","0","0","0","0",""
="3322","建舜電","01/08","15.4","-0.3","-1.91","年","0.185","0","0","0.245","0","0","0.598","0.6","0.226","0",""
="3323","加百裕","01/08","39.1","-0.75","-1.88","年","1.399","1","2","2.058","1.037","2.5","2","1.5","0","0.5",""
="3324","雙鴻","01/08","945","-33","-3.37","年","5.177","3.551","2.026","1.525","5.043","5.6","6","6.5","6.348","9.999",""
="3325","旭品","01/08","16.5","-0.25","-1.49","年","0.411","0.503","0","0","0.7","2.5","0","0","0","0",""
